,Unnamed: 0,gvkey,gvkeyx,from_date,thru_date,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic
1161,12372,25879,31855,1994/10/01,1998/11/23,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,LIFE RE CORP,LRE.1
1162,12373,14881,31855,1994/10/01,1998/12/01,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,DEKALB GENETICS CORP  -CL B,DKB
1163,12374,8003,31855,1994/10/01,1998/12/10,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,NORTHWESTERN STL&WIRE,NWSW
1164,12375,10764,31855,1994/10/01,1998/12/10,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,TULTEX CORP,TLTXQ
1165,12376,23973,31855,1994/10/01,1998/12/15,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,FILENES BASEMENT CORP,BSMTQ
1166,12377,24655,31855,1994/10/01,1998/12/15,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,GLOBAL MOTORSPORT GROUP INC,CSTM.
1167,12378,11558,31855,1994/10/01,1999/01/03,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,WISER OIL CO,WZR.1
1168,12379,12633,31855,1994/10/01,1999/01/03,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,CORRECTIONS CORP OF AMERICA,CCA.Z
1169,12380,24530,31855,1994/10/01,1999/01/03,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,GRAND CASINOS INC,GND
1170,12381,24531,31855,1994/10/01,1999/01/03,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,PER-SE TECHNOLOGIES INC,PSTI.
1171,12382,3053,31855,1994/10/01,1999/01/05,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,CIRCON CORP,CCON.
1172,12383,25243,31855,1994/10/01,1999/01/14,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,THERATECH INC UTAH,THRT
1173,12384,6507,31855,1994/10/01,1999/03/01,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,KUHLMAN CORP,KUH
1174,12385,14011,31855,1994/10/01,1999/03/01,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,GLAMIS GOLD LTD,GLG.2
1175,12386,3444,31855,1994/10/01,1999/03/10,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,CONSUMERS WATER CO,CONW
1176,12387,13393,31855,1994/10/01,1999/03/16,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,SEQUUS PHARMACEUTICALS INC,SEQU.1
1177,12388,24813,31855,1994/10/01,1999/03/29,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,PHARMACEUTICAL MARKETING SVC,PMRX.
1178,12389,24058,31855,1994/10/01,1999/03/30,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,ENVOY CORP,ENVY
1179,12390,25571,31855,1994/10/01,1999/04/04,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,EAGLE HARDWARE & GARDEN INC,EAGL.
1180,12391,8015,31855,1994/10/01,1999/04/26,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,U S FILTER CORP,USF
1181,12392,14633,31855,1994/10/01,1999/04/27,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,KCS ENERGY INC,KCS
1182,12393,20194,31855,1994/10/01,1999/04/27,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,HAUSER INC,HAUSQ
1183,12394,6272,31855,1994/10/01,1999/05/02,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,JOHNSTON INDUSTRIES/DE,JII
1184,12395,6528,31855,1994/10/01,1999/05/02,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,LSB INDUSTRIES INC,LXU
1185,12396,16454,31855,1994/10/01,1999/05/02,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,LECHTERS INC,LECH
1186,12397,22255,31855,1994/10/01,1999/05/05,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,SNYDER OIL CORP,SNY.1
1187,12398,24190,31855,1994/10/01,1999/05/11,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,INTEGRATED CIRCUIT SYSTEMS,ICST
1188,12399,11062,31855,1994/10/01,1999/05/16,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,VLSI TECHNOLOGY INC,VLSI
1189,12400,23897,31855,1994/10/01,1999/05/27,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,PLATINUM TECHNOLOGY INTL INC,PLAT.1
1190,12401,2138,31855,1994/10/01,1999/06/08,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,BELL INDUSTRIES INC,BLLI
1191,12402,24997,31855,1994/10/01,1999/06/08,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,DAMES & MOORE GROUP,DM.3
1192,12403,11261,31855,1994/10/01,1999/06/10,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,WALBRO CORP,WALB
1193,12404,27895,31855,1994/10/01,1999/06/13,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,RESOUND CORP,RSND
1194,12405,3736,31855,1994/10/01,1999/06/15,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,DANIEL INDUSTRIES,DAN.2
1195,12406,24931,31855,1994/10/01,1999/06/20,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,MARINER HEALTH CARE INC,3MHCA
1196,12407,6297,31855,1994/10/01,1999/06/29,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,JUNO LIGHTING INC,JUNO.1
1197,12408,8197,31855,1994/10/01,1999/07/07,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,O'SULLIVAN CORP,OSL.
1198,12409,8171,31855,1994/10/01,1999/07/08,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,ORANGE & ROCKLAND UTILITIES,ED2
1199,12410,11483,31855,1994/10/01,1999/07/13,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,WHITTAKER CORP,WKR
1200,12411,2006,31855,1994/10/01,1999/07/22,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,BANCTEC INC-REDH,BTEC.1
1201,12412,9692,31855,1994/10/01,1999/07/28,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,SIERRA PACIFIC RES-OLD,SRP.Z.
1202,12413,16645,31855,1994/10/01,1999/08/18,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,AMERICAN BANKERS INS GROUP,ABI.4
1203,12414,13070,31855,1994/10/01,1999/08/30,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,SYSTEM SOFTWARE ASSOC INC,SSAXQ
1204,12415,14405,31855,1994/10/01,1999/08/31,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,RICHFOOD HOLDINGS INC,RFH
1205,12416,1989,31855,1994/10/01,1999/09/23,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,BALLARD MEDICAL PRODUCTS,BMP.1
1206,12417,7503,31855,1994/10/01,1999/10/03,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,MOLECULAR BIOSYSTEMS INC,3MBIO
1207,12418,16239,31855,1994/10/01,1999/10/03,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,ST PAUL BANCORP INC,SPBC.1
1208,12419,7070,31855,1994/10/01,1999/10/21,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,MARSHALL INDUSTRIES,MI.6
1209,12420,23946,31855,1994/10/01,1999/10/21,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,INTEGRATED HEALTH SVCS INC,IHSVQ
1210,12421,10004,31855,1994/10/01,1999/10/27,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,STANDARD PRODUCTS CO,SPD.1
1211,12422,8452,31855,1994/10/01,1999/11/04,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,PENNSYLVANIA ENTERPRISES INC,PNT.1
1212,12423,25202,31855,1994/10/01,1999/11/04,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,GALEY & LORD INC,3GYLDQ
1213,12424,8186,31855,1994/10/01,1999/11/14,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,ORION CAPITAL CORP,OC.1
1214,12425,3216,31855,1994/10/01,1999/11/21,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,COMAIR HOLDINGS INC,COMR
1215,12426,17764,31855,1994/10/01,1999/11/23,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,U S BIOSCIENCE INC,UBS.3
1216,12427,24858,31855,1994/10/01,1999/11/23,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,PHYCOR INC,3PHYCQ
1217,12428,12380,31855,1994/10/01,1999/11/25,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,MERRILL CORPORATION,MRLL
1218,12429,27940,31855,1994/10/01,1999/11/25,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,WALL DATA INC,WALL.1
1219,12430,15487,31855,1994/10/01,1999/11/29,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,POOL ENERGY SERVICES CO,PESC.1
1220,12431,20192,31855,1994/10/01,1999/12/22,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,ROBERTS PHARMACEUTICAL CORP,RPC.2
1221,12432,25647,31855,1994/10/01,1999/12/28,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,GLOBAL INDUSTRIAL TECH INC,GIX.1
1222,12433,5560,31855,1994/10/01,1999/12/30,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,HECLA MINING CO,HL
1223,12434,13046,31855,1994/10/01,1999/12/30,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,DELTA WOODSIDE INDUSTRIES,DLWI
1224,12435,25155,31855,1994/10/01,1999/12/30,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,CAPITAL RE CORP,KRE.1
1225,12436,15291,31855,1994/10/01,2000/01/03,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,HARVEST NATURAL RESOURCES,HNR
1226,12437,10751,31855,1994/10/01,2000/01/05,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,TJ INTERNATIONAL INC,TJCO
1227,12438,5803,31855,1994/10/01,2000/01/09,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,AQUARION CO,WTR.2
1228,12439,6736,31855,1994/10/01,2000/01/13,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,AMRESCO INC,3AMMBQ
1229,12440,8062,31855,1994/10/01,2000/01/30,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,OAK INDUSTRIES INC,OAK.
1230,12441,11312,31855,1994/10/01,2000/01/31,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,WATKINS-JOHNSON,WJ
1231,12442,3391,31855,1994/10/01,2000/02/08,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,CONNECTICUT ENERGY CORP,CNE.2
1232,12443,27930,31855,1994/10/01,2000/02/15,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,SOUTHERN ENERGY HOMES INC,SEHI.
1233,12444,13486,31855,1994/10/01,2000/02/23,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,PLAYERS INTERNATIONAL INC,PLAY.
1234,12445,24187,31855,1994/10/01,2000/02/23,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,NEIGHBORCARE INC,NCRX
1235,12446,22525,31855,1994/10/01,2000/02/29,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,JSB FINANCIAL INC,JSB.
1236,12447,24779,31855,1994/10/01,2000/02/29,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,COMPUSA INC,CPU
1237,12448,13553,31855,1994/10/01,2000/03/27,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,SHOREWOOD PACKAGING CORP,SWD.2
1238,12449,16936,31855,1994/10/01,2000/03/29,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,FRONTIER INSURANCE GROUP INC,FTERQ
1239,12450,10292,31855,1994/10/01,2000/04/09,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,TNP ENTERPRISES INC,0223B
1240,12451,13501,31855,1994/10/01,2000/04/17,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,MICROAGE INC,MICAQ
1241,12452,28125,31855,1994/10/01,2000/04/18,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,NFO WORLDWIDE INC,NFO.1
1242,12453,4191,31855,1994/10/01,2000/04/19,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,EASTERN UTILITIES ASSOC,EUA
1243,12454,13608,31855,1994/10/01,2000/04/19,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,PICTURETEL CORP,PCTL.1
1244,12455,10271,31855,1994/10/01,2000/04/23,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,TCBY ENTERPRISES INC,TBY.
1245,12456,11236,31855,1994/10/01,2000/04/26,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,WICOR INC,WIC
1246,12457,10092,31855,1994/10/01,2000/05/10,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,STONE & WEBSTER INC,SWBIQ
1247,12458,12397,31855,1994/10/01,2000/05/14,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,LIPOSOME CO INC,LIPO.1
1248,12459,10978,31855,1994/10/01,2000/05/31,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,U S TRUST CORP,UTC.2
1249,12460,2940,31855,1994/10/01,2000/06/25,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,MAGELLAN HEALTH INC,MGLN
1250,12461,20907,31855,1994/10/01,2000/06/27,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,NORTH AMERICAN VACCINE INC,NVX.1
1251,12462,13600,31855,1994/10/01,2000/07/02,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,SUMMIT TECHNOLOGY INC,BEAM.1
1252,12463,11618,31855,1994/10/01,2000/07/20,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,WYNN'S INTERNATIONAL INC,WN
1253,12464,6301,31855,1994/10/01,2000/07/25,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,JUSTIN INDUSTRIES,JSTN
1254,12465,3153,31855,1994/10/01,2000/07/27,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,COEUR MINING INC,CDE
1255,12466,4847,31855,1994/10/01,2000/07/27,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,SWISS ARMY BRANDS INC,SABI
1256,12467,24543,31855,1994/10/01,2000/07/27,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,CENTIGRAM COMMUNICATIONS CP,CGRM
1257,12468,13369,31855,1994/10/01,2000/08/02,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,KOMAG INC,KOMG
1258,12469,8067,31855,1994/10/01,2000/08/08,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,OAKWOOD HOMES CORP,OKWHQ
1259,12470,12669,31855,1994/10/01,2000/08/09,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,CARMIKE CINEMAS INC,CKEC
1260,12471,27957,31855,1994/10/01,2000/08/10,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,PILLOWTEX CORP,PWTXQ
1261,12472,9308,31855,1994/10/01,2000/08/28,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,HARMON INDUSTRIES INC,HRMN.1
1262,12473,15248,31855,1994/10/01,2000/09/12,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,PRIMARK CORP,PMK.2
1263,12474,11462,31855,1994/10/01,2000/09/26,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,HANDY & HARMAN LTD,HNH
1264,12475,8595,31855,1994/10/01,2000/10/01,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,PIONEER GROUP INC,PIOG
1265,12476,5377,31855,1994/10/01,2000/10/04,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,GUILFORD MILLS INC,3GMIL
1266,12477,11852,31855,1994/10/01,2000/10/08,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,KEYSTONE FINANCIAL INC,KSTN
1267,12478,25859,31855,1994/10/01,2000/11/02,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,EPICOR SOFTWARE CORP -OLD,EPIC
1268,12479,10884,31855,1994/10/01,2000/11/07,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,CHIQUITA BRANDS INTL INC,CQB
1269,12480,9058,31855,1994/10/01,2000/11/09,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,REPUBLIC GROUP INC,RGC.2
1270,12481,12516,31855,1994/10/01,2000/11/16,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,BIRMINGHAM STEEL CORP,3BIRS
1271,12482,10185,31855,1994/10/01,2000/11/28,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,SUNRISE MEDICAL INC,SMD.1
1272,12483,10422,31855,1994/10/01,2000/11/30,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,TELXON CORP,TLXN
1273,12484,4498,31855,1994/10/01,2000/12/04,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,INSTEEL INDUSTRIES,IIIN
1274,12485,1115,31855,1994/10/01,2000/12/13,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,ADAC LABORATORIES,ADAC.
1275,12486,9742,31855,1994/10/01,2000/12/17,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,SIMPSON INDUSTRIES,SMPS
1276,12487,25806,31855,1994/10/01,2000/12/18,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,TACO CABANA  -CL A,TACO.2
1277,12488,6731,31855,1994/10/01,2000/12/20,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,LILLY INDS INC  -CL A,LI.1
1278,12489,15302,31855,1994/10/01,2000/12/25,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,AMERICAN FREIGHTWAYS CORP,AFWY
1279,12490,9919,31855,1994/10/01,2000/12/28,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,SPARTAN MOTORS INC,SPAR
1280,12491,25896,31855,1994/10/01,2001/01/01,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,BOOKS-A-MILLION INC,BAMM
1281,12492,6019,31855,1994/10/01,2001/01/10,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,DAIN RAUSCHER CORP,DRC.2
1282,12493,4001,31855,1994/10/01,2001/01/31,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,DIXIE GROUP INC,DXYN
1283,12494,8912,31855,1994/10/01,2001/02/21,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,ROLLINS TRUCK LEASING,RLC.1
1284,12495,7692,31855,1994/10/01,2001/02/27,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,NASHUA CORP,NSHA
1285,12496,24920,31855,1994/10/01,2001/02/28,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,ENHANCE FINANCIAL SVCS GRP,EFS.1
1286,12497,6347,31855,1994/10/01,2001/03/05,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,WASHINGTON GROUP INTL INC,WNG
1287,12498,25115,31855,1994/10/01,2001/03/05,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,XIRCOM INC,XIRC
1288,12499,2625,31855,1994/10/01,2001/03/22,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,ADAPTIVE BROADBAND CORP.,ADAP.1
1289,12500,25096,31855,1994/10/01,2001/03/22,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,PROVELL INC  -CL A,PRVLQ
1290,12501,13941,31855,1994/10/01,2001/04/11,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,DALLAS SEMICONDUCTOR CORP,DS.3
1291,12502,21659,31855,1994/10/01,2001/04/16,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,ORCHESTRA THERAPEUTICS INC,OCHTQ
1292,12503,21504,31855,1994/10/01,2001/04/29,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,CONE MILLS CORP,CJML
1293,12504,13292,31855,1994/10/01,2001/05/13,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,CASUAL MALE CORP,CMALQ
1294,12505,28556,31855,1994/10/01,2001/05/13,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,SIMON WORLDWIDE INC,SWWI
1295,12506,13693,31855,1994/10/01,2001/05/23,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,LILLIAN VERNON CORP,LVC
1296,12507,16573,31855,1994/10/01,2001/06/05,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,CENTURA BANKS INC,CBC.2
1297,12508,12238,31855,1994/10/01,2001/06/10,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,KENT ELECTRONICS CORP,KNT
1298,12509,4834,31855,1994/10/01,2001/06/21,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,TRUE NORTH COMMUNICATIONS,TNO.1
1299,12510,12169,31855,1994/10/01,2001/07/01,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,M S CARRIERS INC,MSCA.1
1300,12511,12122,31855,1994/10/01,2001/07/08,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,GOTTSCHALKS INC,GOTTQ
1301,12512,11793,31855,1994/10/01,2001/07/18,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,ALLIANCE PHARMACEUTICAL,ALLP
1302,12513,25956,31855,1994/10/01,2001/08/01,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,HS RESOURCES INC,HSE
1303,12514,27903,31855,1994/10/01,2001/10/07,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,SONICBLUE INC,SBLUQ
1304,12515,13866,31855,1994/10/01,2001/10/09,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,MAYORS JEWELERS INC/DE,MYR
1305,12516,2011,31855,1994/10/01,2001/10/10,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,BANGOR HYDRO-ELECTRIC CO,EMA1.
1306,12517,21496,31855,1994/10/01,2001/11/04,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,ORBITAL SCIENCES CORP,ORB
1307,12518,1372,31855,1994/10/01,2001/12/02,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,AMCAST INDUSTRIAL CORP,AICOQ
1308,12519,28253,31855,1994/10/01,2001/12/02,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,AUSPEX SYSTEMS INC,ASPXQ
1309,12520,9313,31855,1994/10/01,2001/12/06,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,SCI SYSTEMS INC,SCI.1
1310,12521,24220,31855,1994/10/01,2002/02/12,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,COR THERAPEUTICS INC,CORR.1
1311,12522,24393,31855,1994/10/01,2002/02/21,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,MUTUAL RISK MANAGEMENT LTD,MLRM
1312,12523,1943,31855,1994/10/01,2002/03/03,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,BMC INDUSTRIES INC,BMMI
1313,12524,14836,31855,1994/10/01,2002/06/12,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,ADVANCED TISSUE SCI  -CL A,ATISZ
1314,12525,25224,31855,1994/10/01,2002/06/12,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,VALENCE TECHNOLOGY INC,VLNCQ
1315,12526,24608,31855,1994/10/01,2002/06/30,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,READ-RITE CORP,RDRTQ
1316,12527,25390,31855,1994/10/01,2002/07/04,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,SPACELABS MEDICAL INC,SLMD
1317,12528,6152,31855,1994/10/01,2002/07/11,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,INTERVOICE INC,INTV.1
1318,12529,21508,31855,1994/10/01,2002/07/24,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,ASPECT COMMUNICATIONS CORP,ASPT.
1319,12530,23605,31855,1994/10/01,2002/08/15,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,CYGNUS INC,3CYGN
1320,12531,13329,31855,1994/10/01,2002/09/30,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,STRATEX NETWORKS INC,STXN
1321,12532,25331,31855,1994/10/01,2002/09/30,S&P 1500 Super Composite,BROAD,I0020,2019-08-23,2019-08-23,S&P,FRANKLIN COVEY CO,FC
